acs_release_year,acs_window,GEOID,NAME,median_household_income,poverty_rate_pct,renter_occupied_pct,age_65_plus_pct,elderly_living_alone_pct,disability_pct,nonwhite_pct,limited_english_households_pct,count_age_65_plus,count_elderly_living_alone,count_disabled,count_nonwhite,count_limited_english_households
2022,2018-2022,31109000100,Census Tract 1; Lancaster County; Nebraska,48464,12.14,40.66,17.95,47.02,21.14,16.82,0.0,604,284,707,566,0
2022,2018-2022,31109000201,Census Tract 2.01; Lancaster County; Nebraska,67587,10.26,39.08,16.9,57.01,13.32,12.62,0.58,777,443,606,580,12
2022,2018-2022,31109000202,Census Tract 2.02; Lancaster County; Nebraska,42623,25.94,64.69,10.69,47.8,11.16,19.84,0.0,410,196,428,761,0
2022,2018-2022,31109000300,Census Tract 3; Lancaster County; Nebraska,47053,20.81,75.45,7.97,41.16,14.86,21.44,1.71,328,135,607,882,32
2022,2018-2022,31109000400,Census Tract 4; Lancaster County; Nebraska,46991,33.91,67.38,6.81,50.62,13.51,38.87,6.0,401,203,795,2290,121
2022,2018-2022,31109000500,Census Tract 5; Lancaster County; Nebraska,39476,39.86,89.81,4.53,67.57,19.57,30.7,3.22,111,75,473,753,36
2022,2018-2022,31109000600,Census Tract 6; Lancaster County; Nebraska,42021,57.21,100.0,0.0,,6.62,16.0,0.0,0,0,388,938,0
2022,2018-2022,31109000700,Census Tract 7; Lancaster County; Nebraska,35530,30.8,80.25,12.14,55.56,7.74,52.96,15.08,306,170,195,1335,184
2022,2018-2022,31109000800,Census Tract 8; Lancaster County; Nebraska,49280,27.23,55.34,6.39,33.87,17.36,40.49,11.55,248,84,674,1572,171
2022,2018-2022,31109000900,Census Tract 9; Lancaster County; Nebraska,45000,15.96,60.81,9.24,58.94,13.52,14.53,3.22,302,178,442,475,51
2022,2018-2022,31109001001,Census Tract 10.01; Lancaster County; Nebraska,63750,17.9,30.66,14.46,24.38,10.15,13.89,3.12,480,117,337,461,40
2022,2018-2022,31109001002,Census Tract 10.02; Lancaster County; Nebraska,48620,10.2,83.66,14.35,24.82,10.82,24.14,1.11,274,68,203,461,12
2022,2018-2022,31109001003,Census Tract 10.03; Lancaster County; Nebraska,62594,9.39,71.32,10.86,48.16,18.45,23.5,3.17,434,209,737,939,61
2022,2018-2022,31109001101,Census Tract 11.01; Lancaster County; Nebraska,95601,6.74,23.64,19.14,14.48,10.69,14.05,0.0,884,128,494,649,0
2022,2018-2022,31109001102,Census Tract 11.02; Lancaster County; Nebraska,77708,5.97,14.54,16.05,36.65,9.54,13.61,0.0,532,195,316,451,0
2022,2018-2022,31109001200,Census Tract 12; Lancaster County; Nebraska,78947,8.41,33.62,12.57,20.75,10.0,11.42,1.62,829,172,659,753,39
2022,2018-2022,31109001301,Census Tract 13.01; Lancaster County; Nebraska,76935,6.65,37.36,38.38,36.66,16.32,5.84,1.32,1394,511,590,212,23
2022,2018-2022,31109001302,Census Tract 13.02; Lancaster County; Nebraska,86250,2.78,10.63,24.22,31.85,8.48,15.37,1.22,763,243,267,484,15
2022,2018-2022,31109001400,Census Tract 14; Lancaster County; Nebraska,60490,13.91,26.55,23.16,36.43,13.37,10.0,1.85,1021,372,567,441,37
2022,2018-2022,31109001500,Census Tract 15; Lancaster County; Nebraska,62436,13.34,31.37,15.44,28.19,9.5,13.89,3.13,706,199,417,635,60
2022,2018-2022,31109001600,Census Tract 16; Lancaster County; Nebraska,66314,13.43,39.04,18.46,24.2,11.09,12.67,0.6,1004,243,603,689,16
2022,2018-2022,31109001700,Census Tract 17; Lancaster County; Nebraska,38204,24.46,84.26,12.99,43.17,20.66,33.43,7.91,600,259,953,1544,213
2022,2018-2022,31109001800,Census Tract 18; Lancaster County; Nebraska,27014,44.94,90.06,5.52,47.29,15.35,32.79,6.88,129,61,358,766,74
2022,2018-2022,31109001900,Census Tract 19; Lancaster County; Nebraska,33825,54.79,85.52,7.15,36.17,10.48,14.56,0.0,141,51,206,287,0
2022,2018-2022,31109002001,Census Tract 20.01; Lancaster County; Nebraska,32721,20.22,96.08,7.78,59.38,26.27,33.12,7.21,192,114,647,817,116
2022,2018-2022,31109002002,Census Tract 20.02; Lancaster County; Nebraska,33517,26.69,95.37,6.16,78.29,16.64,31.06,2.05,175,137,457,883,31
2022,2018-2022,31109002100,Census Tract 21; Lancaster County; Nebraska,44412,26.38,66.32,5.52,39.42,12.77,21.95,5.12,137,54,317,545,54
2022,2018-2022,31109002200,Census Tract 22; Lancaster County; Nebraska,64050,21.71,52.95,10.71,45.89,21.24,34.27,6.99,608,279,1169,1946,161
2022,2018-2022,31109002300,Census Tract 23; Lancaster County; Nebraska,66995,12.58,47.25,12.9,35.53,15.27,11.73,5.78,698,248,822,635,140
2022,2018-2022,31109002400,Census Tract 24; Lancaster County; Nebraska,139250,5.61,4.18,16.47,23.85,5.14,3.26,0.0,520,124,159,103,0
2022,2018-2022,31109002500,Census Tract 25; Lancaster County; Nebraska,69487,5.7,20.07,19.64,31.82,13.52,8.85,1.21,1081,344,744,487,29
2022,2018-2022,31109002701,Census Tract 27.01; Lancaster County; Nebraska,49250,10.14,71.82,13.01,63.54,13.44,23.94,5.84,395,251,408,727,80
2022,2018-2022,31109002702,Census Tract 27.02; Lancaster County; Nebraska,80365,5.93,33.64,18.01,19.59,11.81,18.31,0.0,1031,202,661,1048,0
2022,2018-2022,31109002800,Census Tract 28; Lancaster County; Nebraska,71463,4.19,29.62,20.63,22.5,10.9,8.32,0.32,1071,241,566,432,8
2022,2018-2022,31109002900,Census Tract 29; Lancaster County; Nebraska,52306,19.06,73.55,9.55,46.21,7.82,24.24,5.25,515,238,422,1308,144
2022,2018-2022,31109003002,Census Tract 30.02; Lancaster County; Nebraska,47383,16.71,42.61,12.35,25.68,14.76,29.03,3.1,405,104,484,952,43
2022,2018-2022,31109003003,Census Tract 30.03; Lancaster County; Nebraska,48889,17.03,51.85,13.98,30.95,9.65,28.64,4.54,727,225,498,1489,98
2022,2018-2022,31109003004,Census Tract 30.04; Lancaster County; Nebraska,75189,5.74,39.25,21.8,39.4,13.41,23.0,2.92,764,301,470,806,45
2022,2018-2022,31109003005,Census Tract 30.05; Lancaster County; Nebraska,64386,28.98,35.45,15.37,23.17,8.56,26.74,10.92,725,168,402,1261,174
2022,2018-2022,31109003102,Census Tract 31.02; Lancaster County; Nebraska,77037,3.02,35.26,6.81,16.91,6.24,8.87,0.0,414,70,378,539,0
2022,2018-2022,31109003103,Census Tract 31.03; Lancaster County; Nebraska,56007,21.58,48.93,7.85,10.65,19.48,27.83,4.96,216,23,536,766,44
2022,2018-2022,31109003104,Census Tract 31.04; Lancaster County; Nebraska,53247,18.59,45.78,7.76,56.33,16.86,20.45,3.46,442,249,960,1164,77
2022,2018-2022,31109003202,Census Tract 32.02; Lancaster County; Nebraska,63468,14.69,65.27,8.54,21.95,11.48,18.01,0.0,246,54,329,519,0
2022,2018-2022,31109003301,Census Tract 33.01; Lancaster County; Nebraska,54537,23.68,58.14,11.76,28.51,10.5,9.96,0.0,456,130,407,386,0
2022,2018-2022,31109003302,Census Tract 33.02; Lancaster County; Nebraska,102000,8.19,10.85,4.65,19.31,5.67,20.6,1.44,259,50,285,1148,22
2022,2018-2022,31109003401,Census Tract 34.01; Lancaster County; Nebraska,87378,13.93,22.01,7.92,16.33,12.47,29.55,4.71,502,82,642,1873,89
2022,2018-2022,31109003402,Census Tract 34.02; Lancaster County; Nebraska,53673,13.04,32.75,7.68,29.73,8.57,21.92,7.12,481,143,537,1373,164
2022,2018-2022,31109003500,Census Tract 35; Lancaster County; Nebraska,-666666666,66.67,,1.67,0.0,100.0,5.0,,1,0,42,3,0
2022,2018-2022,31109003601,Census Tract 36.01; Lancaster County; Nebraska,-666666666,,,1.72,0.0,,51.46,,20,0,0,600,0
2022,2018-2022,31109003604,Census Tract 36.04; Lancaster County; Nebraska,125278,2.08,19.5,22.56,6.6,10.06,10.79,0.0,803,53,358,384,0
2022,2018-2022,31109003605,Census Tract 36.05; Lancaster County; Nebraska,94427,7.33,10.77,12.04,33.0,9.39,13.43,0.0,503,166,390,561,0
2022,2018-2022,31109003607,Census Tract 36.07; Lancaster County; Nebraska,93750,7.4,55.04,7.04,15.18,5.15,22.72,1.48,336,51,244,1084,28
2022,2018-2022,31109003608,Census Tract 36.08; Lancaster County; Nebraska,77269,8.21,44.23,19.19,35.2,14.04,8.37,0.45,250,88,183,109,3
2022,2018-2022,31109003609,Census Tract 36.09; Lancaster County; Nebraska,141136,5.17,19.55,24.2,18.61,10.57,10.73,1.75,618,115,270,274,18
2022,2018-2022,31109003704,Census Tract 37.04; Lancaster County; Nebraska,55566,9.37,67.24,7.29,28.32,7.54,20.5,2.68,399,113,412,1122,65
2022,2018-2022,31109003708,Census Tract 37.08; Lancaster County; Nebraska,92500,6.7,44.72,27.16,33.14,12.73,9.24,0.0,1020,338,477,347,0
2022,2018-2022,31109003709,Census Tract 37.09; Lancaster County; Nebraska,94940,8.51,31.35,10.92,16.06,7.51,10.7,0.62,548,88,377,537,12
2022,2018-2022,31109003713,Census Tract 37.13; Lancaster County; Nebraska,108824,1.91,31.27,24.77,9.19,8.29,10.06,0.0,675,62,226,274,0
2022,2018-2022,31109003714,Census Tract 37.14; Lancaster County; Nebraska,135553,1.29,22.05,15.04,22.98,8.18,7.0,0.83,805,185,438,375,17
2022,2018-2022,31109003715,Census Tract 37.15; Lancaster County; Nebraska,126063,6.67,15.96,21.27,16.42,6.09,7.52,0.0,475,78,136,168,0
2022,2018-2022,31109003716,Census Tract 37.16; Lancaster County; Nebraska,106285,3.26,33.3,14.88,31.8,8.26,13.0,1.33,761,242,422,665,26
2022,2018-2022,31109003718,Census Tract 37.18; Lancaster County; Nebraska,130554,1.28,11.74,23.25,16.37,9.26,10.31,0.0,855,140,340,379,0
2022,2018-2022,31109003719,Census Tract 37.19; Lancaster County; Nebraska,112805,4.83,29.09,16.51,15.82,6.85,7.69,1.68,910,144,375,424,37
2022,2018-2022,31109003721,Census Tract 37.21; Lancaster County; Nebraska,103250,6.42,36.23,19.68,24.78,5.79,8.97,3.24,783,194,230,357,57
2022,2018-2022,31109003722,Census Tract 37.22; Lancaster County; Nebraska,44730,8.33,65.05,46.09,58.3,29.49,4.82,0.0,813,474,499,85,0
2022,2018-2022,31109003723,Census Tract 37.23; Lancaster County; Nebraska,103571,3.12,3.96,21.87,20.18,8.75,8.41,0.0,882,178,352,339,0
2022,2018-2022,31109003724,Census Tract 37.24; Lancaster County; Nebraska,88333,2.97,26.29,29.87,27.46,7.96,8.39,0.92,1118,307,298,314,16
2022,2018-2022,31109003725,Census Tract 37.25; Lancaster County; Nebraska,147250,2.9,4.68,9.53,21.74,10.02,6.21,0.0,322,70,338,210,0
2022,2018-2022,31109003726,Census Tract 37.26; Lancaster County; Nebraska,110536,1.04,35.7,10.41,6.67,4.58,19.81,2.17,300,20,132,571,22
2022,2018-2022,31109003727,Census Tract 37.27; Lancaster County; Nebraska,123350,4.09,9.97,18.54,5.46,5.34,7.01,1.66,476,26,137,180,15
2022,2018-2022,31109003728,Census Tract 37.28; Lancaster County; Nebraska,82283,8.47,30.34,15.75,8.58,8.57,18.23,0.57,758,65,412,877,11
2022,2018-2022,31109003801,Census Tract 38.01; Lancaster County; Nebraska,79347,12.69,22.97,33.97,38.62,17.42,9.48,2.03,1595,616,818,445,43
2022,2018-2022,31109003802,Census Tract 38.02; Lancaster County; Nebraska,89451,5.58,12.76,20.08,29.76,11.62,6.95,1.61,662,197,383,229,22
2022,2018-2022,31109010100,Census Tract 101; Lancaster County; Nebraska,105481,2.03,14.89,19.56,17.39,7.17,2.53,0.0,1443,251,520,187,0
2022,2018-2022,31109010202,Census Tract 102.02; Lancaster County; Nebraska,105606,4.81,15.73,17.44,17.06,6.15,5.45,0.0,809,138,284,253,0
2022,2018-2022,31109010203,Census Tract 102.03; Lancaster County; Nebraska,105208,4.57,27.77,6.85,22.48,8.23,4.67,1.09,129,29,155,88,8
2022,2018-2022,31109010204,Census Tract 102.04; Lancaster County; Nebraska,69208,19.97,51.86,4.45,19.66,6.62,27.71,2.97,234,46,342,1458,60
2022,2018-2022,31109010300,Census Tract 103; Lancaster County; Nebraska,109934,4.12,7.34,27.6,10.17,17.23,5.99,0.28,1259,128,786,273,5
2022,2018-2022,31109010401,Census Tract 104.01; Lancaster County; Nebraska,103573,1.7,8.95,13.22,24.88,7.54,1.89,0.25,615,153,350,88,4
2022,2018-2022,31109010402,Census Tract 104.02; Lancaster County; Nebraska,100063,4.18,7.52,20.3,25.72,13.15,4.88,1.98,1069,275,685,257,38
2022,2018-2022,31109983200,Census Tract 9832; Lancaster County; Nebraska,-666666666,0.0,100.0,0.0,,0.0,53.85,0.0,0,0,0,56,0
